"idx","latitude","longitude","elevation","x","y","z","xf","yf","distkm","distkmTotal","distkmTotalFixed","pct"
314,64.634854,-14.471998,17.4,2642652.27658661,-682058.604457309,5756826.18429983,2642645.05919154,-682056.741674809,1.71709760505553,763.882787923423,783.133918725325,0.57668182527638
315,64.629103,-14.433653,21.6,2643669.47632241,-680434.341623917,5756556.00462347,2643660.51335473,-680432.034712608,1.93543848054137,765.818226403964,785.118133510211,0.578142955456709
316,64.61464,-14.409524,8.8,2645357.79227217,-679681.17199729,5755855.17407924,2645354.13835342,-679680.233182967,1.97707832025937,767.795304724223,787.145037528799,0.579635521007952
317,64.600071,-14.419384,32.3,2646667.94138544,-680503.345769146,5755181.71494896,2646654.52324997,-680499.895738282,1.68701144343554,769.482316167659,788.874564497489,0.580909104931877
318,64.59447,-14.508648,8.6,2646139.34434215,-684764.292573542,5754893.13673283,2646135.7724119,-684763.368234354,4.30329639821418,773.785612565873,793.286311201367,0.584157813844895
319,64.589278,-14.534869,5.3,2646329.11185721,-686105.728104602,5754642.44712277,2646326.91039236,-686105.15733748,1.37779035936448,775.163402925238,794.698824194681,0.585197955960737
320,64.593601,-14.558194,1.2,2645627.6196899,-687073.402849199,5754844.9959519,2645627.12137683,-687073.27343656,1.21223417717873,776.375637102416,795.941608711619,0.586113113926082
321,64.583012,-14.583879,4.2,2646349.8496882,-688527.452593494,5754342.44171287,2646348.10511716,-688526.998690905,1.69954040625469,778.075177508671,797.683980394061,0.587396156402107
322,64.569236,-14.587634,17,2647648.91619861,-689050.7123724,5753696.37247399,2647641.85138752,-689048.873755094,1.54232942529604,779.617506933967,799.265179114457,0.588560514811824
323,64.552639,-14.612911,20.1,2648958.62307926,-690639.491377848,5752906.4324711,2648950.26585114,-690637.31247187,2.20534714943459,781.822854083402,801.526104720572,0.590225408483485
324,64.547907,-14.609703,20.1,2649457.04306187,-690611.015055464,5752680.32463633,2649448.68426128,-690608.836239327,0.54804938915143,782.370903472553,802.087965875931,0.590639150129551
325,64.543648,-14.58831,6.7,2650122.96741318,-689727.969394372,5752464.68544303,2650120.18044015,-689727.244049444,1.12682081225537,783.497724284808,803.243184467518,0.591489826559292
326,64.534893,-14.575939,16.7,2651126.66491819,-689378.037895854,5752055.20828039,2651119.71566387,-689376.23086665,1.13909274510051,784.636817029909,804.410984265295,0.592349767500217
327,64.525183,-14.529655,12.7,2652624.61439053,-687480.33104569,5751587.282926,2652619.32663893,-687478.960619886,2.46253894347561,787.099355973384,806.935583331155,0.594208824249746
328,64.496527,-14.475389,22.5,2656063.59495648,-685687.686030291,5750224.88884387,2656054.21476187,-685685.264445226,4.11050862049726,791.209864593882,811.149683681125,0.597311990928663
329,64.481732,-14.496245,19.9,2657250.2121365,-687025.837947887,5749514.01200906,2657241.91216569,-687023.692009813,1.92459262202931,793.134457215911,813.122779273627,0.598764933191183
330,64.450039,-14.511931,51.5,2660153.67217564,-688553.535317195,5748023.458987,2660132.16898827,-688547.969437361,3.6035659786669,796.738023194578,816.817161174717,0.601485391144858
331,64.439278,-14.502962,25.4,2661295.63908929,-688404.633252184,5747483.7302707,2661285.02903753,-688401.888721031,1.27183620959346,798.009859404171,818.121049795513,0.602445544768419
332,64.422348,-14.537326,8.8,2662519.1449111,-690425.121220198,5746656.25252176,2662515.4672881,-690424.167565721,2.50280993083822,800.51266933501,820.686934745337,0.604335003494357
333,64.405686,-14.541017,8.3,2664091.97637732,-691016.140920372,5745855.67109533,2664088.50566085,-691015.240680771,1.8611914805999,802.37386081561,822.59503138103,0.605740082018431
334,64.411029,-14.570017,1.3,2663220.35616154,-692228.914961313,5746105.98826892,2663219.8127326,-692228.773712308,1.51433198550858,803.888192801118,824.147527079076,0.606883304181941
335,64.427572,-14.619809,16.7,2661018.74648215,-694125.975822491,5746914.14171449,2661011.77129825,-694124.156347776,3.016461019635,806.904653820753,827.24000798889,0.609160536074293
336,64.43725,-14.664237,18.4,2659541.27487739,-695943.592346704,5747380.11415929,2659533.59391394,-695941.582407116,2.3882593015164,809.29291312227,829.688455440904,0.610963516524966
337,64.428045,-14.707625,16.4,2659905.7356145,-698191.566648063,5746936.57377351,2659898.88859806,-698189.769392967,2.32011813541711,811.613031257687,832.067044454848,0.612715054826839
338,64.417777,-14.732816,16.6,2660594.59802633,-699622.898273379,5746443.8309828,2660587.66571504,-699621.075371189,1.66314073423072,813.276171991917,833.77209913232,0.613970617917762
339,64.418947,-14.775957,18.2,2659954.26464877,-701596.249627065,5746501.45020579,2659946.66599403,-701594.245386715,2.07544269358852,815.351614685506,835.899846471854,0.615537442173678
340,64.426864,-14.789025,34.9,2659033.38644009,-702002.059462206,5746896.57600742,2659018.82047606,-701998.213953233,1.0811210369888,816.432735722495,837.00821357699,0.616353618245206
341,64.416178,-14.852443,33.3,2659290.04997219,-705219.341121277,5746382.11579566,2659276.15044373,-705215.655093759,3.26824826963557,819.70098399213,840.35882719891,0.618820933136164
342,64.422122,-14.880896,22.1,2658358.67389124,-706385.512148935,5746657.39955513,2658349.45249383,-706383.061816857,1.5176288802433,821.218612872374,841.914702878983,0.619966644240782
343,64.400268,-14.917964,18,2660017.24709583,-708668.981949979,5745604.13494514,2660009.73176461,-708666.979751638,3.01238539133298,824.230998263707,845.003005447808,0.622240799298828
344,64.381063,-14.933038,20.1,2661692.26915,-709865.255835715,5744682.99364799,2661683.87174837,-709863.016274167,2.25505462926972,826.486052892976,847.314891245838,0.623943218885006
345,64.375366,-14.92395,25,2662358.80022005,-709590.708910898,5744413.47705257,2662348.35308321,-709587.924466052,0.76959656734981,827.255649460326,848.10388294084,0.62452421424215
346,64.351065,-14.923446,20.5,2664717.13492802,-710194.1638446,5743240.29202003,2664708.56068135,-710191.87865648,2.70227007761347,829.95791953794,850.87425476855,0.626564252406885
347,64.32155,-14.944292,14.2,2667314.04779506,-711925.773097375,5741813.25024042,2667308.10276679,-711924.186325527,3.43203660878467,833.389956146724,854.392784471193,0.629155216841821
348,64.296573,-15.022602,52.2,2668771.67345987,-716223.695115062,5740643.47513576,2668749.80738861,-716217.82687294,4.68670247021461,838.076658616939,859.197599724821,0.632693372404139
349,64.285576,-15.030026,185.1,2669798.6197625,-716870.161582354,5740232.75484619,2669721.05495835,-716849.334583166,1.2811045070954,839.357763124034,860.510990219802,0.633660522989545
350,64.282669,-15.040841,41.7,2669884.42324529,-717433.523077685,5739963.29688748,2669866.9482097,-717428.827302752,0.630353871719404,839.988116995754,861.157230069093,0.634136399167226
351,64.291863,-15.115417,4.4,2668043.49806368,-720663.617485145,5740373.23766432,2668041.65543563,-720663.119773997,3.74039661612213,843.728513611876,864.991890969797,0.636960155353311
352,64.288076,-15.147475,15,2668010.52095726,-722256.664560983,5740200.10982053,2668004.23935883,-722254.964070563,1.6027662729411,845.331279884817,866.63504964803,0.638170139652452
353,64.29005,-15.182558,4.5,2667372.51221115,-723837.201511299,5740285.87492199,2667370.62817916,-723836.690246959,1.70660712059199,847.037887005409,868.384666137893,0.639458517038213
354,64.31816,-15.237865,18.9,2663961.01525138,-725673.015611555,5741654.13515925,2663953.1124553,-725670.862860133,4.10860815776996,851.146495163179,872.59681813028,0.642560248991369
355,64.348404,-15.248283,18.9,2660904.57556032,-725360.185585222,5743110.76552482,2660896.68183135,-725358.033761829,3.40021443917181,854.546709602351,876.082723691123,0.645127189757823
356,64.371868,-15.275953,6.8,2658279.85009041,-726024.036789188,5744228.84138976,2658277.01281467,-726023.261878156,2.92915958137633,857.475869183727,879.085703019629,0.647338514741995
357,64.3744,-15.286134,8.8,2657906.76461932,-726429.683401296,5744352.41566374,2657903.09336721,-726428.680015269,0.564811954406233,858.040681138133,879.664749185074,0.647764911034664
358,64.348662,-15.39205,12,2659048.30834131,-732026.9999493,5743116.96462787,2659043.2999408,-732025.621153592,5.84460553585764,863.885286673991,885.656648608731,0.652177208106577
359,64.327794,-15.417423,8.8,2660738.82157108,-733760.135452618,5742109.20452429,2660735.14640717,-733759.121941353,2.6224366683082,866.507723342299,888.345175090974,0.654156977239303
360,64.308482,-15.405579,3.1,2662753.7948689,-733723.547573679,5741173.44136691,2662752.49922728,-733723.190558785,2.2219605645708,868.72968390687,890.623132798223,0.655834412958927
361,64.302292,-15.411726,7.9,2663275.00181758,-734174.60106494,5740879.33871695,2663271.69937739,-734173.690694173,0.749401297065793,869.479085203936,891.391420268169,0.656400162200419
362,64.264612,-15.517083,11.3,2665559.14733019,-740080.917959687,5739064.35333182,2665554.41953786,-740079.605308684,6.58756950112751,876.066654705063,898.14500759839,0.661373348746974
363,64.246963,-15.672394,20.1,2665248.88111367,-747782.240980526,5738219.86650917,2665240.47249124,-747779.881794272,7.75369585359435,883.820350558657,906.09410962612,0.667226884849867
364,64.228381,-15.684464,11.3,2666879.17784979,-748845.717662306,5737313.87729639,2666874.44771617,-748844.38946554,2.14701340335032,885.967363962008,908.295231377655,0.668847740337006
365,64.196044,-15.745908,31.6,2669199.21874365,-752586.245747981,5735767.87549564,2669185.97964823,-752582.512957616,4.66521828823069,890.632582250238,913.078021011785,0.672369676739165
366,64.185262,-15.752259,13.6,2670147.01883288,-753172.993772642,5735229.692929,2670141.318955,-753171.385998219,1.23783630929968,891.870418559538,914.347052877627,0.67330416264921
367,64.179157,-15.773116,14.6,2670461.16493697,-754311.168889841,5734934.94823304,2670455.04523148,-754309.440288707,1.21696540950105,893.087383969039,915.594687861898,0.674222892387259
368,64.184543,-15.815431,12.4,2669383.72151608,-756136.003496425,5735193.79729013,2669378.52605324,-756134.531817223,2.13492587715816,895.222309846197,917.783417461254,0.675834622578243
369,64.177912,-15.837253,15.8,2669735.50297393,-757334.165769663,5734875.72920008,2669728.88207983,-757332.287595099,1.28860790662177,896.510917752819,919.104500454048,0.676807437742303
370,64.178363,-15.869569,18.7,2669265.72000741,-758827.832511125,5734900.18329434,2669257.88526837,-758825.60522517,1.56599309478311,898.076910847602,920.709959208195,0.677989660683501
371,64.173878,-15.894814,18.9,2669362.94342584,-760126.826931946,5734683.12179501,2669355.02460462,-760124.571971279,1.32058872966153,899.397499577264,922.063828994548,0.678986619289063
372,64.136049,-15.983852,22.7,2671819.38160335,-765317.015792121,5732852.80653036,2671809.86189155,-765314.288962053,6.02679043042308,905.424290007687,928.242504678476,0.683536454107861
373,64.129407,-16.026939,29.9,2671884.85045351,-767510.379671237,5732537.06047401,2671872.31098057,-767506.777653869,2.2169408762197,907.641230883907,930.515316192786,0.685210100289239
374,64.130126,-16.059812,20.5,2671370.98639923,-769022.190610297,5732563.48720131,2671362.3907425,-769019.716131536,1.59697431214748,909.238205196054,932.152536943074,0.686415712034664
375,64.109066,-16.093973,11.8,2672932.68989771,-771197.794618976,5731533.49048841,2672927.73925459,-771196.366253395,2.86933160306147,912.107536799115,935.094180527604,0.688581870786159
376,64.07793,-16.109176,9.1,2675718.80019641,-772770.789184832,5730018.42596871,2675714.97834642,-772769.685401417,3.54007669403445,915.64761349315,938.723473107326,0.691254398459003
377,64.050411,-16.16164,4.4,2677651.14071821,-775985.922248886,5728675.87509552,2677649.29145485,-775985.386330553,3.98415152307948,919.631765016229,942.808031948541,0.694262173747085
378,64.041946,-16.203064,17.7,2677907.72373985,-778159.409620658,5728275.89158087,2677900.28396037,-778157.247733468,2.22483010907225,921.856595125302,945.088931517639,0.695941775786185
379,64.038534,-16.272823,10.2,2677282.61127357,-781513.914622082,5728103.07074936,2677278.32493879,-781512.66341675,3.41662647063883,925.273221595941,948.591662720741,0.698521106569029
380,64.020692,-16.344094,15.5,2678022.16045037,-785346.186733003,5727239.05353713,2678015.64510858,-785344.276069641,3.9974702325431,929.270691828484,952.689875925295,0.701538936616565
381,63.974365,-16.419142,15.8,2681432.40307382,-790162.010993993,5724980.9246824,2681425.75317162,-790160.051406988,6.31831179890181,935.589003627385,959.16741980641,0.706308851109286
382,63.940687,-16.429206,22,2684523.41960323,-791585.377991129,5723342.3734245,2684514.14958105,-791582.644539837,3.77693089933652,939.365934526722,963.039535715701,0.709160188303167
383,63.917041,-16.514361,28,2685610.86323354,-796246.436786149,5722192.20928233,2685599.0602554,-796242.937366553,4.92248720604405,944.288421732766,968.086077876998,0.712876346006626
384,63.900915,-16.600653,55.7,2685963.57268753,-800753.850305567,5721428.46585701,2685940.0902102,-800746.849583621,4.58524640708478,948.873668139851,972.786880204098,0.716337908839542
385,63.883556,-16.628934,47,2687225.13902531,-802574.462201974,5720571.22681124,2687205.31503381,-802568.541511117,2.37508654233015,951.248754682181,975.221822921243,0.718130944713728
386,63.878857,-16.663996,41,2687180.42077907,-804352.527931199,5720335.81362784,2687163.12778138,-804347.351625844,1.79413957815591,953.042894260337,977.061177833795,0.71948540341222
387,63.881067,-16.687889,28.8,2686628.26548022,-805408.140695967,5720433.04833234,2686616.12067653,-805404.499878262,1.19526079620475,954.238155056542,978.286561212017,0.720387747578805
388,63.906945,-16.720387,50.1,2683705.27400379,-806191.14668569,5721718.37947306,2683684.17016186,-806184.807043745,3.28771253191957,957.525867588461,981.657129628362,0.722869756721916
389,63.921375,-16.785489,72.4,2681417.18964454,-808826.624323992,5722443.95978722,2681386.71838439,-808817.43292827,3.56476355588081,961.090631144342,985.311731220362,0.725560921369928
390,63.943262,-16.800692,78,2679111.96985993,-808906.89998465,5723518.46002042,2679079.16995799,-808896.996678145,2.54460865128216,963.635239795624,987.920468288673,0.727481935411394
391,63.956931,-16.858059,71.6,2676991.17383269,-811192.114178556,5724180.19819808,2676961.08900865,-811182.997759997,3.1871424688835,966.822382264508,991.187932107275,0.729888020697552
392,63.979386,-16.865966,82.7,2674736.7679603,-810912.008596689,5725285.99343948,2674702.04847209,-810901.482532867,2.52657635751377,969.348958622021,993.778182437692,0.731795421529965
393,64.006026,-16.929073,82.6,2671295.00716529,-813082.294335779,5726584.81674324,2671260.37428083,-813071.752862418,4.271159038688,973.620117660709,998.156981866542,0.735019868826614
394,64.004363,-16.946046,78.4,2671211.26076962,-813921.498423886,5726499.9933369,2671178.38988816,-813911.482624131,0.847627259203715,974.467744919913,999.025970758048,0.735659772281332
395,63.978174,-16.967418,66.1,2673405.58815893,-815680.032469082,5725211.95209409,2673377.85149656,-815671.56976452,3.09298640844237,977.560731328355,1002.19690562515,0.737994775865356
396,63.975556,-16.978083,67.2,2673504.369534,-816254.173316293,5725085.22011176,2673476.17025624,-816245.563725667,0.596201700636953,978.156933028992,1002.80813261122,0.738444869374978
397,63.974086,-17.088354,76.4,2672072.72067544,-821442.411000463,5725021.76724847,2672040.67799646,-821432.560514256,5.38251381675118,983.539446845744,1008.32629482739,0.742508317251395
398,63.967563,-17.15351,79.6,2671760.97309256,-824673.16540509,5724706.3455217,2671727.59222357,-824662.861973319,3.26105066568603,986.80049751143,1011.66952945364,0.744970198419472
399,63.937361,-17.278415,55.3,2672827.72455901,-831388.645522321,5723209.80836657,2672804.52473321,-831381.429168054,6.96241734979749,993.762914861227,1018.80741142866,0.750226370713302
400,63.934411,-17.338411,50.9,2672235.12279081,-834274.220662064,5723061.72810085,2672213.77360213,-834267.555426061,2.94951665665476,996.712431517882,1021.83126086498,0.752453063965374
401,63.955654,-17.455076,56.5,2668508.83047674,-839077.865404123,5724104.28658046,2668485.16552432,-839070.424267885,6.1682400570334,1002.88067157492,1028.15495094397,0.757109684052996
402,63.956265,-17.581633,52.1,2666588.90454667,-844951.090892076,5724130.16353256,2666567.09821394,-844944.181208849,6.17912314377539,1009.05979471869,1034.48979838179,0.76177452016332
403,63.947843,-17.613584,52,2666919.18572878,-846692.564631289,5723718.8387004,2666897.41855475,-846685.653996537,1.81961659730241,1010.87941131599,1036.35527237721,0.763148212354354
404,63.946148,-17.654182,54,2666480.76438553,-848633.665494131,5723637.85593288,2666458.16373558,-848626.472615537,1.9916435530926,1012.87105486909,1038.39710869699,0.764651773709126
405,63.933488,-17.704811,53.1,2666934.17940926,-851374.017184212,5723018.60634594,2666911.95165465,-851366.921346271,2.84580087497338,1015.71685574406,1041.31462853952,0.76680016829125
406,63.913586,-17.717707,39.9,2668630.42603674,-852577.424203227,5722033.97336664,2668613.71316794,-852572.084754761,2.30107435311927,1018.01793009718,1043.67369383583,0.768537329776013
407,63.903126,-17.734562,42.7,2669375.61218706,-853680.99337813,5721524.94426348,2669357.72149883,-853675.271837696,1.42557986457805,1019.44350996176,1045.13520071025,0.769613549860271
408,63.889757,-17.739444,43.6,2670574.71082791,-854315.303105668,5720871.6669636,2670556.43484917,-854309.456630655,1.50564192671362,1020.94915188847,1046.6787873454,0.770750211594553
409,63.850543,-17.845445,36,2672712.84383228,-860453.23973427,5718944.48215235,2672697.74147493,-860448.377680967,6.77937460963872,1027.72852649811,1053.62901359541,0.775868198523866
410,63.853258,-17.871655,40.6,2672062.95588202,-861593.240533434,5719081.65482173,2672045.92793277,-861587.749956971,1.31938338295563,1029.04790988106,1054.98164765829,0.776864247171055
411,63.839836,-17.966015,34.7,2671912.24850493,-866405.091867684,5718418.51403683,2671897.69586798,-866400.37297066,4.85966888553544,1033.9075787666,1059.96378837177,0.780532981127959
412,63.824193,-17.981797,33.4,2673157.84592883,-867622.804165609,5717650.2502651,2673143.83195865,-867618.255672477,1.90382914303835,1035.81140790964,1061.91559721069,0.781970248314207
413,63.817327,-18.005894,21.1,2673439.1453259,-868957.09526074,5717302.38482104,2673430.29124033,-868954.217386939,1.40729259377942,1037.21870050342,1063.35835594434,0.783032662698336
414,63.794614,-18.040152,27.3,2675076.51353762,-871258.085296271,5716193.12592485,2675065.05077261,-871254.351935134,3.0341366322485,1040.25283713567,1066.46895792193,0.785323238528667
415,63.786503,-18.038167,36.6,2675880.00886896,-871417.241388637,5715803.13937469,2675864.63661253,-871412.23531615,0.907207208155098,1041.16004434382,1067.39902827729,0.786008120970023
416,63.767856,-18.083432,53.6,2676966.06779417,-874110.677125746,5714902.20127049,2676943.54634164,-874103.323187884,3.04069227752013,1044.20073662134,1070.51635111344,0.788303645886183
417,63.764777,-18.112496,60,2676816.89829871,-875564.843286883,5714756.60214698,2676791.68914766,-875556.597580424,1.46903024725131,1045.66976686859,1072.02240339324,0.789412668183536
418,63.740273,-18.177309,72,2678151.63828393,-879356.320408186,5713562.34702128,2678121.37227564,-879346.382731281,4.19321772565626,1049.86298459425,1076.3212972569,0.792578274857809
419,63.669215,-18.405983,74.2,2681343.01579329,-892275.091986991,5710064.03237142,2681311.78783306,-892264.700205362,13.7592788656237,1063.62226345987,1090.42733308756,0.802965635557851
420,63.646642,-18.419116,65.1,2683268.74847113,-893599.124490076,5708942.10310691,2683241.33063866,-893589.99363015,2.5923413529589,1066.21460481283,1093.0850058019,0.804922684684757
421,63.608737,-18.460754,53.9,2686195.82827945,-896743.059274111,5707059.80820974,2686173.10269002,-896735.472703404,4.68989938170081,1070.90450419453,1097.89309853456,0.808463253707334
422,63.596613,-18.463308,59.1,2687303.45992704,-897245.964463477,5706465.09226255,2687278.53163301,-897237.641320391,1.35404894818143,1072.25855314271,1099.28127179321,0.809485472601772
423,63.557754,-18.444017,44.4,2691269.9982073,-897563.297802532,5704529.13656846,2691251.24266576,-897557.04265692,4.42516110739217,1076.68371425011,1103.81795440186,0.812826181444669
424,63.541027,-18.455132,45.2,2692675.78909546,-898612.642136698,5703701.37320094,2692656.6856451,-898606.266841884,1.93973290570273,1078.62344715581,1105.80657183864,0.814290553636705
425,63.507189,-18.494807,41.1,2695245.22854009,-901544.814693221,5702020.23874178,2695227.84133804,-901538.998769056,4.2456881692656,1082.86913532507,1110.15925848933,0.817495772083454
426,63.48395,-18.542905,39,2696679.00942648,-904542.177437519,5700865.17196085,2696662.50183936,-904536.640327337,3.51768252113678,1086.38681784621,1113.76559252534,0.820151393612179
427,63.459263,-18.62424,27.1,2697714.64741862,-909152.043187564,5699628.45740012,2697703.17233528,-909148.175990017,4.88394012953678,1091.27075797575,1118.77261615898,0.823838450779808
428,63.448802,-18.673389,25.7,2697918.98778175,-911798.806756972,5699107.3460169,2697908.10468046,-911795.128663296,2.70530394781708,1093.97606192356,1121.54609831552,0.825880779319237
429,63.437848,-18.786546,38.1,2697149.68672016,-917477.972360871,5698573.87504185,2697133.55726034,-917472.485670916,5.7558090101291,1099.73187093369,1127.44696339168,0.830226040789164
430,63.437923,-18.856412,35,2696020.54581872,-920763.312587717,5698574.8314768,2696005.7349255,-920758.254270514,3.47396322608806,1103.20583415978,1131.00847633289,0.832848657093439
431,63.425735,-18.894392,20.1,2696550.12196258,-922940.600300807,5697955.3528142,2696541.61458753,-922937.688505557,2.32481966852124,1105.5306538283,1133.39188536648,0.834603744747038
432,63.417656,-18.998086,7.4,2695629.64417875,-928078.997360274,5697542.05661865,2695626.51317322,-928077.919385607,5.23652723057297,1110.76718105888,1138.76038188901,0.838556982245222
433,63.423311,-19.016304,46.3,2694819.20387904,-928758.49940667,5697858.19979124,2694799.61994835,-928751.749884458,1.1038491817381,1111.87103024061,1139.89204992636,0.839390316587897
434,63.451635,-19.037193,119.4,2691848.30781471,-928832.700520416,5699331.97060984,2691797.8603709,-928815.293434239,3.31718700951178,1115.18821725013,1143.2928356267,0.841894577044699
435,63.454617,-19.046066,105.6,2691418.21282866,-929150.746046447,5699467.82262404,2691373.60302604,-929135.345529654,0.551897113069984,1115.7401143632,1143.85864147509,0.842311223472085
436,63.45275,-19.06159,48.1,2691317.60978567,-929932.197556741,5699323.60229865,2691297.29093468,-929925.176774916,0.800991221834968,1116.54110558503,1144.67981902266,0.842915919751594
437,63.455336,-19.074733,33.5,2690854.94339974,-930463.332980545,5699439.05289654,2690840.79441738,-930458.440442835,0.713788388562504,1117.25489397359,1145.41159607893,0.843454783563274
438,63.447,-19.134729,17.1,2690655.60101197,-933549.887128379,5699010.08364417,2690648.37921205,-933547.381452626,3.12259003305693,1120.37748400665,1148.61288063177,0.845812135958592
439,63.431475,-19.180659,18.1,2691365.19253995,-936213.958291669,5698239.06616876,2691357.5463978,-936211.298516986,2.86273702023426,1123.24022102688,1151.54776343889,0.847973316228935
440,63.43376,-19.190315,16.9,2690992.243798,-936592.642176659,5698351.63064944,2690985.10557037,-936590.157735651,0.543289067786802,1123.78351009467,1152.10474430478,0.848383464141962
441,63.450819,-19.206859,32.7,2689126.07798096,-936813.753645709,5699213.85738176,2689112.2757566,-936808.945349913,2.06758314859561,1125.85109324327,1154.22443402557,0.849944354952559
442,63.472449,-19.256984,56.7,2686284.25271341,-938459.845870953,5700309.94823323,2686260.34579744,-938451.493932528,3.46222552991772,1129.31331877318,1157.77391346093,0.852558110059594
443,63.482716,-19.328964,37.3,2684131.06122314,-941492.876077109,5700802.38988026,2684115.34665675,-941487.363994441,3.75206671062186,1133.06538548381,1161.62053856214,0.855390676408055
444,63.515697,-19.465778,43.9,2678783.6280532,-946806.773411832,5702444.70237308,2678765.16975922,-946800.249391906,7.71555161443459,1140.78093709824,1169.53053505174,0.861215416091118
445,63.523378,-19.540858,18.9,2676809.67946513,-950056.7861364,5702803.15872775,2676801.73855274,-950053.967737406,3.81936469800781,1144.60030179625,1173.44615416278,0.864098788043287
446,63.522359,-19.575169,21,2676336.71114418,-951693.891094443,5702754.52116576,2676327.88947008,-951690.754144853,1.70475138618905,1146.30505318244,1175.19386815062,0.865385764470263
447,63.542497,-19.659905,25.6,2673040.53858888,-954977.229461959,5703756.65383131,2673029.79780049,-954973.39218071,4.75913166756713,1151.06418485001,1180.07293793917,0.868978599366103
448,63.544439,-19.721854,18,2671821.26810333,-957800.418199659,5703846.055648,2671813.71942228,-957797.712131724,3.07652528844648,1154.14071013845,1183.22699683837,0.87130117587509
449,63.551069,-19.776839,14,2670278.07914058,-960140.108752028,5704170.87224979,2670272.2113316,-960137.998889842,2.82154033825554,1156.96225047671,1186.11964473786,0.873431255329792
450,63.562442,-19.819701,10.2,2668492.23660236,-961752.932420025,5704730.62016766,2668487.96434098,-961751.392651667,2.47057715664052,1159.43282763335,1188.65248459337,0.87529638040749
451,63.564985,-19.845386,8.6,2667821.99339584,-962862.889376348,5704855.07695763,2667818.39219694,-962861.589641665,1.30258201021933,1160.73540964357,1189.98789386067,0.876279745110951
452,63.595154,-19.971278,18.3,2662880.36835334,-967697.744667957,5706356.40297185,2662872.71954299,-967694.965070113,7.07456454860445,1167.80997419217,1197.2407493325,0.881620581246316
453,63.622835,-20.029911,29.9,2659303.09458548,-969479.657356947,5707734.94757712,2659290.61416021,-969475.107473771,4.22758626998449,1172.03756046216,1201.5748778856,0.884812133936377
454,63.643627,-20.055681,32.9,2656922.1865383,-969965.722033829,5708764.42022636,2656908.46619792,-969960.713132956,2.63908998231757,1174.67665044447,1204.28047737337,0.886804475238121
455,63.67075,-20.124228,29.9,2653220.84018721,-972213.329312923,5710100.03434236,2653208.38830669,-972208.7666003,4.53161873491133,1179.20826917939,1208.92630052078,0.890225552666256
456,63.692883,-20.199856,27.1,2649863.77932757,-974952.473917134,5711188.66205145,2649852.50778418,-974948.326828819,4.46742443328736,1183.67569361267,1213.50631156221,0.893598167571582
457,63.719308,-20.232353,29,2646839.3933171,-975544.535273287,5712491.97850852,2646827.34528806,-975540.094736049,3.34605456874756,1187.02174818142,1216.93669233282,0.896124221158186
458,63.749263,-20.232418,31.3,2644036.59094058,-974514.91456101,5713968.06192029,2644023.60115268,-974510.126903347,3.33086208232334,1190.35261026374,1220.3514977408,0.898638805405594
459,63.823797,-20.361518,22.7,2634859.65087198,-977881.594281942,5717621.22317373,2634850.26284797,-977878.110082743,10.4353413221434,1200.78795158589,1231.04982721234,0.906516809434714
460,63.834321,-20.402094,31.1,2633185.57293332,-979382.483550995,5718144.88856102,2633172.71911577,-979377.702724351,2.30855603798833,1203.09650762387,1233.41656274456,0.908259619104976
461,63.865392,-20.44472,36.6,2629552.52889996,-980258.754519972,5719672.51077213,2629537.42278323,-980253.123180417,4.03738645404082,1207.13389407792,1237.55569812651,0.911307583303766
462,63.867742,-20.465941,52.4,2628976.01526352,-981153.017835805,5719801.79292138,2628954.39272229,-981144.948145759,1.07181562087856,1208.20570969879,1238.65452530341,0.912116734391315
463,63.88891,-20.53304,57.9,2625848.33596582,-983490.720603328,5720843.05711537,2625824.47232794,-983481.782666549,4.04122050131266,1212.24693020011,1242.79759135707,0.915167593046445
464,63.899961,-20.586019,19.6,2623889.04136135,-985524.393143145,5721349.37866303,2623880.96914867,-985521.361245691,2.86897557604194,1215.11590577615,1245.7388699421,0.917333483020695
465,63.910346,-20.599548,64.6,2622704.0376103,-985786.024474036,5721897.72561756,2622677.44445963,-985776.029005275,1.33167910018035,1216.44758487633,1247.10410959496,0.918338814134729
466,63.921525,-20.6539,60.4,2620721.2941581,-987879.084108742,5722440.51379959,2620696.44875462,-987869.718651042,2.93373298755236,1219.38131786388,1250.11177758717,0.920553591743129
467,63.940805,-20.671839,45.3,2618603.88770157,-988017.406614619,5723369.06884335,2618585.26866018,-988010.381521183,2.31619465655869,1221.69751252044,1252.48634424399,0.922302168073629
468,63.952231,-20.691923,45,2617189.48293104,-988531.891777996,5723926.82530079,2617170.99718392,-988524.909574114,1.60509442215841,1223.3026069426,1254.13188974471,0.923513909974016
469,63.952339,-20.719442,39.9,2616702.20581459,-989784.196868454,5723927.51675862,2616685.81815737,-989777.998133227,1.34376616489382,1224.64637310749,1255.50952107664,0.924528366035819
470,63.943144,-20.781122,38.1,2616493.22722637,-992926.175230214,5723476.85188582,2616477.58010727,-992920.237345887,3.18100595781911,1227.82737906531,1258.77069373378,0.926929818655215
471,63.94161,-20.937163,21.9,2613915.83443998,-1000100.53302847,5723387.36978196,2613906.8492634,-1000097.09524376,7.623802885676,1235.45118195099,1266.58662927237,0.932685294015002
472,63.937576,-21.003853,16.6,2613123.99634767,-1003285.94617008,5723185.54717608,2613117.18772339,-1003283.33205875,3.28855542927926,1238.73973738027,1269.95806182851,0.935167939490802
