"idx","latitude","longitude","elevation","x","y","z","xf","yf","distkm","distkmTotal","distkmTotalFixed","pct"
153,65.461886,-18.823968,395.9,2504506.33090727,-853772.772026938,5795964.61399892,2504350.70817216,-853719.721071426,1.99969902892818,357.479531678359,366.488617014672,0.269873797507122
154,65.468506,-18.754252,466.1,2504936.79221166,-850518.782904154,5796334.16310695,2504753.54537011,-850456.563816978,3.30307564082783,360.782607319187,369.874935716105,0.27236740479831
155,65.468066,-18.694407,540.1,2505895.05395578,-847926.047399224,5796381.16781582,2505682.63531014,-847854.170764844,2.76455284113349,363.54716016032,372.70915993771,0.274454462398903
156,65.47255,-18.672252,459.3,2505761.20453596,-846801.038022251,5796514.67689019,2505580.57148675,-846739.994594293,1.14078325654055,364.687943416861,373.878692850658,0.275315679566022
157,65.498385,-18.624047,320,2503940.94660909,-843839.318490031,5797579.96778524,2503815.18599702,-843796.936600263,3.6359271443343,368.323870561195,377.606251473209,0.278060568095147
158,65.520154,-18.597847,280.1,2502222.99098316,-841986.398878303,5798547.15598272,2502112.98598436,-841949.382707828,2.70557491663528,371.029445477831,380.380011427442,0.280103101198411
159,65.527439,-18.579769,280.1,2501789.66678334,-840961.935082813,5798882.78891493,2501679.68083473,-840924.963950745,1.16187150563569,372.191316983466,381.571164048824,0.280980238622109
160,65.548135,-18.554921,280.1,2500168.22338306,-839210.285761525,5799835.77902975,2500058.30871782,-839173.391637056,2.57012532846599,374.761442311932,384.206060857493,0.282920516095356
161,65.578787,-18.54269,243.3,2497390.81980279,-837684.87362043,5801212.31584116,2497295.4514174,-837652.884773018,3.45480917578064,378.216251487713,387.747937034115,0.285528672337345
162,65.593379,-18.517821,176.4,2496326.93583903,-836122.770116545,5801822.06402559,2496257.81954969,-836099.620222806,1.98590263951295,380.202154127226,389.78388775964,0.287027899675729
163,65.613806,-18.502886,139.9,2494568.81597332,-834810.771531436,5802727.03334222,2494514.03924846,-834792.440427619,2.37303502155838,382.575189148784,392.21672725424,0.288819386785155
164,65.669693,-18.415629,107.3,2490453.14597491,-829218.078869978,5805260.43631913,2490411.20261876,-829204.113464017,7.39155473393824,389.966743882722,399.794561597121,0.294399529894787
165,65.685196,-18.406509,72.7,2489081.07828941,-828321.14023398,5805938.92691169,2489052.67550656,-828311.688301828,1.77409642763334,391.740840310356,401.613368238054,0.295738857318154
166,65.710377,-18.358605,39.9,2487337.91690868,-825431.764899761,5807061.38214458,2487322.33942298,-825426.595456792,3.55626309081678,395.297103401173,405.259255138975,0.298423604667876
167,65.74634,-18.25961,60.4,2485306.48272562,-819993.375379108,5808723.88495998,2485282.92110446,-819985.601539784,6.03876817154412,401.335871572717,411.450210423242,0.30298248190224
168,65.747337,-18.213519,110.1,2485888.69229782,-817968.619179998,5808814.73743694,2485845.7333251,-817954.483755628,2.10875788661726,403.444629459334,413.612112554692,0.304574456962218
169,65.738411,-18.192469,80.1,2487037.00720631,-817333.942955462,5808379.61836992,2487005.73909146,-817323.667076364,1.38230591459805,404.826935373932,415.029254902825,0.30561800802859
170,65.703295,-18.152418,60,2490982.13221032,-816701.591635594,5806755.72508684,2490958.673174,-816693.900278819,4.31287710047282,409.139812474405,419.45082375877,0.308873949748726
171,65.685936,-18.092347,11.3,2493490.14716568,-814629.58597247,5805916.85338101,2493485.72456504,-814628.141097569,3.35962084515481,412.49943331956,422.895112698765,0.311410244991727
172,65.670283,-18.08253,3.3,2495134.27812167,-814693.609991838,5805192.70176207,2495132.9857125,-814693.188003528,1.79768218624221,414.297115505802,424.738099499085,0.312767378128928
173,65.668963,-18.052683,0,2495684.20143667,-813434.737097523,5805129.22295296,2495684.20143667,-813434.737097523,1.37521132035255,415.672326826154,426.147968457267,0.313805573238047
174,65.673137,-18.044722,1.9,2495395.83474877,-812957.206645065,5805322.16314357,2495395.09055623,-812956.964199886,0.590268241452001,416.262595067606,426.753112451,0.31425118737187
175,65.725837,-18.073593,50.8,2489927.72697772,-812563.841112485,5807778.25116668,2489907.87337233,-812557.362080309,6.00727121206517,422.269866279672,432.911776999444,0.318786286450253
176,65.775104,-18.069645,48.8,2485234.36923163,-810842.729466768,5810026.42076972,2485215.33320773,-810836.518695757,5.48124974744892,427.75111602712,438.531163457805,0.322924273532993
177,65.805101,-18.053466,80.9,2482583.33815264,-809202.217888657,5811423.54109867,2482551.81430367,-809191.942637024,3.41631222712859,431.167428254249,442.033572497932,0.325503367082424
178,65.812891,-18.040044,138.6,2482044.00241891,-808383.256019533,5811831.13500844,2481990.00715679,-808365.670164583,1.06193896813528,432.229367222384,443.122274113822,0.326305061939486
179,65.814478,-18.013426,223.6,2482299.31478431,-807191.069042879,5811980.97476891,2482212.19774657,-807162.740430611,1.22839169040055,433.457758912785,444.381623340485,0.327232417776499
180,65.811625,-18.0023,260.4,2482745.58495863,-806803.1283078,5811884.56157978,2482644.11257958,-806770.153429766,0.599124849643522,434.056883762428,444.995847143829,0.327684718073512
181,65.813684,-17.994125,301,2482677.85153527,-806389.498116595,5812015.40736296,2482560.56214127,-806351.401778197,0.439088112677538,434.495971875106,445.446001015317,0.328016201042207
182,65.802966,-17.952733,292.6,2484290.72767787,-804929.776472706,5811519.33922069,2484176.63725501,-804892.810276459,2.23119706229397,436.7271689374,447.733427995565,0.329700609716911
183,65.785543,-17.923701,141.4,2486320.59898156,-804195.612402976,5810587.0645629,2486265.41801623,-804177.764225945,2.35127846678508,439.078447404185,450.143962633625,0.331475672042434
184,65.766885,-17.909721,100,2488300.93451738,-804165.545028898,5809698.05114416,2488261.87845274,-804152.922945663,2.17093936813379,441.249386772319,452.36961332449,0.333114590076944
185,65.746694,-17.911406,114.2,2490230.78613947,-804870.116137692,5808789.10594569,2490186.14962113,-804855.689121573,2.24653713622659,443.495923908545,454.672766974329,0.334810579509816
186,65.746887,-17.886708,117.7,2490560.25033588,-803791.030866428,5808801.11257038,2490514.23973691,-803776.181634505,1.12832434982804,444.624248258373,455.829526995165,0.33566239101264
187,65.720816,-17.790062,120.1,2494429.97502792,-800396.615242497,5807611.87465335,2494382.95330563,-800381.527215277,5.28309695571187,449.907345214085,461.245766878223,0.339650785624612
188,65.714507,-17.750055,139.9,2495605.03737202,-798852.111700855,5807341.42499358,2495550.23789341,-798834.570191458,1.95944015503204,451.866785369117,463.254588220159,0.341130035508217
189,65.715215,-17.724928,126.2,2495881.4115634,-797734.027237101,5807361.3162543,2495831.97285755,-797718.225629806,1.15190764560283,453.01869301472,464.43552587548,0.341999650865597
190,65.705978,-17.666659,113.7,2497578.55754297,-795477.896712718,5806927.41844349,2497533.98532289,-795463.700476218,2.85634324430079,455.875036259021,467.363853772768,0.344156004250933
191,65.701987,-17.60632,100,2498795.06275513,-792967.86100685,5806732.33546724,2498755.84197594,-792955.414681082,2.79610828537928,458.6711445444,470.230428688877,0.346266884159704
192,65.686698,-17.544512,107.7,2501129.36967811,-790739.832721744,5806039.58977891,2501087.08948983,-790726.46570866,3.30045382312482,461.971598367525,473.614059498392,0.348758512149037
193,65.688339,-17.514696,156.7,2501401.17836209,-789394.19539391,5806159.37131612,2501339.65585007,-789374.780070093,1.37803025924934,463.349628626774,475.026818437472,0.349798835373691
194,65.710602,-17.475246,275.4,2499838.56087274,-787008.835926986,5807286.32705429,2499730.50471499,-786974.81726984,3.06622609086112,466.415854717636,478.170318581992,0.352113636658316
195,65.723487,-17.465429,258.3,2498720.83216995,-786186.411841557,5807859.97197199,2498619.53042381,-786154.538710597,1.50158826611172,467.917442983747,479.709749397483,0.353247238142476
196,65.734677,-17.437202,164.9,2497989.01568454,-784603.893050257,5808286.30419694,2497924.36214078,-784583.585746334,1.79490396934567,469.712346953093,481.549887965169,0.354602273906604
197,65.731952,-17.416463,96.8,2498509.71996429,-783773.965204922,5808099.68799444,2498471.75856636,-783762.056844052,0.997365922039445,470.709712875132,482.572389185615,0.355355220313413
198,65.738282,-17.407644,49.8,2497999.59943934,-783191.632662719,5808346.10038073,2497980.07355523,-783185.510760594,0.812436584479069,471.522149459611,483.405300538218,0.355968557097362
199,65.724828,-17.375178,69.8,2499752.42450594,-782185.774581225,5807749.44592925,2499725.03778366,-782177.205130759,2.10716461831656,473.629314077928,485.565569248326,0.357559329343392
200,65.680239,-17.344848,117.1,2504498.17944531,-782215.403844381,5805752.40886623,2504452.14721389,-782201.026864277,5.14890521070987,478.778219288638,490.844235528751,0.361446417915134
201,65.657998,-17.284606,229.8,2507515.29429391,-780265.03912285,5804836.14600902,2507424.85225481,-780236.896219263,3.70761947617346,482.485838764811,494.645293250462,0.36424542949224
202,65.645735,-17.263577,274,2509005.28748867,-779718.763050487,5804314.21452844,2508897.38639248,-779685.230833685,1.67060160963322,484.156440374445,496.357996829944,0.365506625058869
203,65.623215,-17.245767,279.3,2511428.24032493,-779615.7682092,5803285.91112539,2511318.14596641,-779581.591919979,2.63414431510324,486.790584689548,499.058526011368,0.367495232703511
204,65.619417,-17.22079,300.4,2512143.61512834,-778637.350007583,5803130.80338391,2512025.17024353,-778600.638089253,1.22193358987863,488.012518279426,500.311254382516,0.368417713094637
205,65.597241,-17.195277,315.5,2514641.52880906,-778184.440461068,5802126.17570089,2514517.00673785,-778145.905688937,2.73019717147301,490.742715450899,503.110257113813,0.370478834398979
206,65.585386,-17.134241,260,2516594.3383358,-775852.113425231,5801530.86882676,2516491.6405134,-775820.452254679,3.09961364112282,493.842329092022,506.287986231007,0.372818841112671
207,65.599151,-17.117912,274.4,2515488.91968836,-774726.34839633,5802176.49336186,2515380.58184004,-774692.98224434,1.70473702568408,495.547066117706,508.035685496426,0.374105806698399
208,65.603625,-17.098213,268.7,2515319.82928782,-773727.544720473,5802376.81390411,2515213.74893397,-773694.913764057,1.03263191220676,496.579698029913,509.094341469295,0.374885376634238
209,65.612111,-17.086315,280.1,2514663.4668235,-772954.076293279,5802776.90052106,2514552.9149052,-772920.094984441,1.09047438919795,497.670172419111,510.212297646844,0.375708613878383
210,65.618473,-17.027253,280.1,2514842.81245548,-770172.803639312,5803068.98061977,2514732.25265263,-770138.944603308,2.8023121195678,500.472484538679,513.085232744196,0.377824177278495
211,65.625007,-17.025708,280.1,2514230.78581229,-769911.214817572,5803368.88278075,2514120.25291591,-769877.367281773,0.730031937510627,501.202516476189,513.833662714155,0.378375303913222
212,65.636712,-17.001976,277.1,2513414.47372765,-768522.705005197,5803903.20561364,2513305.1601411,-768489.280365487,1.69700495236384,502.899521428553,515.573435045004,0.379656432286454
213,65.652419,-16.991665,285.5,2512034.33387121,-767606.395314139,5804631.15536511,2511921.76854945,-767571.998546663,1.80950830723205,504.709029735785,517.42854600445,0.381022493375883
214,65.660627,-16.975014,309,2511471.22015315,-766636.372991255,5805028.7988459,2511349.41714422,-766599.192148314,1.1900255056776,505.899055241463,518.648562154019,0.3819208852386
215,65.654265,-16.938139,289,2512572.81297474,-765205.240104091,5804718.97007413,2512458.84333014,-765170.530594855,1.8323869550675,507.73144219653,520.527128341698,0.383304218219218
216,65.639931,-16.910738,280.9,2514324.60446685,-764424.967604313,5804054.3208158,2514213.75175254,-764391.265280279,2.02961997485771,509.761062171388,522.607898152934,0.384836449302602
217,65.639459,-16.841451,330.1,2515312.36063234,-761403.603508948,5804077.49122802,2515182.04175116,-761364.155022436,3.17881111537354,512.939873286762,525.866820653907,0.387236244958695
218,65.647323,-16.825787,421.6,2514793.9956042,-760496.238989716,5804521.49923679,2514627.5904885,-760445.916591594,1.13540996340777,514.075283250169,527.0308448577,0.388093405638954
219,65.643665,-16.809908,360,2515335.08896907,-759899.081349336,5804297.63416431,2515192.9653672,-759856.144885334,0.836358085780725,514.91164133595,527.888280573663,0.388724801600635
220,65.64889,-16.761553,360,2515468.67738052,-757623.332317734,5804537.23125671,2515326.54623052,-757580.524440039,2.29222300075632,517.203864336706,530.238271448643,0.390455280890017
221,65.648825,-16.724818,360,2515960.21450769,-756012.287278695,5804534.25091954,2515818.05558445,-755969.570429636,1.6843644936931,518.8882288304,531.965084760007,0.391726866539033
222,65.64478,-16.703092,360,2516639.20128235,-755175.982695965,5804348.76754732,2516497.00399441,-755133.313100499,1.09308392935597,519.981312759755,533.085716242514,0.392552073816284
223,65.647752,-16.626155,363.4,2517363.83437088,-751710.203588252,5804488.14884503,2517220.25285465,-751667.32870091,3.54346512366295,523.524777883419,536.718482645988,0.395227159533128
224,65.660444,-16.564969,370,2516935.26380228,-748655.664026627,5805075.99015288,2516789.09962604,-748612.18788324,3.13997485165267,526.664752735071,539.937590144088,0.397597636335853
225,65.654072,-16.420033,367.5,2519439.27774104,-742468.609105759,5804781.64191596,2519293.95667228,-742425.783572019,6.68104597229463,533.345798707366,546.78700970974,0.402641391538836
226,65.63624,-16.283047,370,2522942.21854303,-736949.66885101,5803966.18049878,2522795.70552921,-736906.872501485,6.58743296896498,539.933231676331,553.540457066958,0.407614475012487
227,65.618452,-16.223899,380.1,2525435.6671367,-734849.338135126,5803159.09829053,2525285.0061995,-734805.498930897,3.35857956526628,543.291811241597,556.983678485061,0.410149984156893
228,65.619214,-16.197195,380.1,2525703.77067831,-733650.693109583,5803194.07757118,2525553.09374676,-733606.925413405,1.22876074008028,544.520571981677,558.243406062076,0.411077618602413
229,65.626209,-16.184192,380.1,2525189.7747235,-732879.998518317,5803515.13206261,2525039.12845561,-732836.276799778,0.980427448125152,545.500999429803,559.248541930582,0.411817777563021
230,65.62476,-16.17077,380.1,2525502.35073672,-732329.307618083,5803448.63338196,2525351.68582136,-732285.618752334,0.636699541519792,546.137698971322,559.901287371223,0.412298444308706
231,65.610727,-16.155782,385,2527060.96194856,-732064.679956126,5802808.89028592,2526908.26069595,-732020.443906698,1.70545241448064,547.843151385803,561.649720054439,0.41358594996645
232,65.59413,-16.12307,386.1,2529093.63819078,-731088.668078442,5802047.53203069,2528940.37749705,-731044.364793362,2.37992400800214,550.223075393805,564.089622149526,0.415382637812611
233,65.58707,-16.08995,405.1,2530210.27406343,-729826.906586147,5801740.3943776,2530049.40088617,-729780.503496841,1.71267372067072,551.935749114476,565.845458127992,0.416675595086887
234,65.558724,-16.010267,517.6,2534026.22080749,-727111.766862603,5800539.29543278,2533820.36530269,-727052.698823533,4.83488075831268,556.770629872789,570.802186011756,0.42032561561985
235,65.544509,-15.990558,480.1,2535644.60828151,-726632.196141242,5799850.92366346,2535453.54388873,-726577.443381774,1.82291573740146,558.59354561019,572.671042291157,0.421701798447097
236,65.522622,-15.98765,460.7,2537803.42184344,-727111.461403898,5798825.24020334,2537619.9213729,-727058.88629341,2.43766235305293,561.031207963243,575.170137834683,0.423542074988721
237,65.487077,-15.965999,459.9,2541535.88247301,-727141.732015063,5797185.65486498,2541352.43121213,-727089.24600906,4.07681477909262,565.108022742335,579.349695201785,0.426619805008679
238,65.473108,-15.949488,459.9,2543104.2167362,-726797.665767321,5796540.9817547,2542920.65227097,-726745.204596454,1.73021887720025,566.838241619536,581.123518504229,0.427926007735073
239,65.4456,-15.955163,459.9,2545707.66565544,-727814.457438757,5795270.47288341,2545523.91326998,-727761.922874587,3.07017985958828,569.908421479124,584.271072059097,0.430243793857951
240,65.439184,-15.920166,439.2,2546767.52452824,-726435.013300175,5794955.11861451,2546591.96916913,-726384.938231133,1.76794097091311,571.676362450037,586.083568115449,0.431578474311818
241,65.444033,-15.870878,480.1,2546936.09145613,-724114.445680788,5795216.43084109,2546744.17623419,-724059.882637364,2.34131009588451,574.017672545922,588.4838831629,0.433346011165611
242,65.459526,-15.793458,587,2546446.9528177,-720257.832835765,5796029.45724857,2546212.35437915,-720191.477099294,3.97161568927027,577.989288235192,592.555590246214,0.436344322714443
243,65.459826,-15.771765,580,2546687.4668928,-719284.621079145,5796036.94572854,2546455.64390214,-719219.14515634,1.00251893791301,578.991807173105,593.583374347199,0.437101159313107
244,65.463935,-15.758386,580,2546455.3057983,-718577.041588402,5796226.71289467,2546223.50394109,-718511.630076011,0.768491435777929,579.760298608883,594.371233059455,0.437681320367787
245,65.46533,-15.691599,580,2547155.32310207,-715570.102528254,5796291.13181528,2546923.45752282,-715504.9647352,3.08801822118193,582.848316830065,597.537074532626,0.440012573293539
246,65.454901,-15.613021,561.9,2549143.12216515,-712358.065225339,5795792.98932925,2548918.31645145,-712295.243266904,3.81007541748281,586.658392247548,601.443170257657,0.442888932443046
247,65.457433,-15.589181,542.7,2549184.91573294,-711226.364847395,5795892.48530965,2548967.78736719,-711165.785711952,1.13683415583094,587.795226403378,602.608654545916,0.443747168295962
248,65.455019,-15.543509,484.8,2549963.13178914,-709253.106353,5795728.30749301,2549769.10760716,-709199.139983032,2.12751584513467,589.922742248513,604.789787367981,0.445353304394684
249,65.459762,-15.522684,478.2,2549755.82599912,-708197.10403161,5795941.38537477,2549564.45859619,-708143.951553563,1.09705003397759,591.019792282491,605.914484907616,0.446181505822987
250,65.454483,-15.495379,471,2550604.74738095,-707123.772109364,5795690.99395375,2550416.19832595,-707071.49920462,1.3911882660372,592.410980548528,607.340733457381,0.447231762487026
251,65.434002,-15.48141,460.3,2552769.18625015,-707053.66699559,5794734.76081485,2552584.76390408,-707002.586585826,2.36729638224777,594.778276930776,609.76768968931,0.449018917296988
252,65.420473,-15.441338,499.9,2554597.76801352,-705636.791369882,5794145.14298922,2554397.33743293,-705581.427980171,2.38723626488156,597.165513195657,612.215088322446,0.450821125421536
253,65.372633,-15.422562,536,2559506.18260551,-706089.932381705,5791963.06168206,2559290.86634364,-706030.533171882,5.3906724454844,602.556185641142,617.741614778518,0.454890732532046
254,65.35405,-15.397146,538.8,2561631.2487927,-705453.52303824,5791104.15654451,2561414.62813634,-705393.867377317,2.37878985782065,604.934975498962,620.180354140932,0.45668656416858
255,65.342109,-15.391792,537.9,2562860.37550292,-705534.372535123,5790549.46926325,2562644.0128888,-705474.809687825,1.35091342836181,606.285888927324,621.565312859386,0.457706415949474
256,65.307326,-15.324587,559.9,2567084.88320516,-703459.135714983,5788954.65572902,2566859.30095392,-703397.319334651,4.96955766591667,611.255446593241,626.660111735298,0.461458108788879
257,65.298368,-15.258272,456.2,2568728.6970755,-700714.260458614,5788444.22228712,2568544.77459455,-700664.088906682,3.23990841104912,614.49535500429,629.981671286539,0.463904028929705
258,65.305964,-15.173138,313,2568968.61635648,-696680.172626017,5788667.05980006,2568842.41204398,-696645.947201206,4.04735499550771,618.542709999798,634.131026433971,0.466959518728992
259,65.31607,-15.118679,191.4,2568594.89628052,-693958.524346729,5789025.96994712,2568517.73189598,-693937.676807671,2.77053289909932,621.313242898897,636.971381421059,0.469051090884433
260,65.330479,-15.076418,206.2,2567706.20076011,-691686.664467858,5789708.35774082,2567623.09859672,-691664.278472846,2.53313642313372,623.846379322031,639.568357141781,0.470963444139751
261,65.351132,-14.976254,176.3,2566883.17749118,-686654.186990868,5790639.36247824,2566812.14798534,-686635.18624007,5.1836248589881,629.030004181019,644.882618064006,0.474876743787928
262,65.355724,-14.916826,173.7,2567144.49419149,-683871.663543278,5790849.93842153,2567074.50504668,-683853.018861223,2.80268895565217,631.832693136671,647.755939494346,0.476992591674776
263,65.382557,-14.711541,160.6,2566949.60825536,-673979.295448964,5792081.57823905,2566884.90228844,-673962.30622492,9.97065011328821,641.803343249959,657.977866757146,0.4845197840627
264,65.415237,-14.622449,120.1,2564781.14016535,-669148.643042931,5793557.55345452,2564732.79227516,-669136.029130343,5.49690452546131,647.30024777542,663.61330252025,0.488669589484721
265,65.429646,-14.609338,92.2,2563513.00467101,-668191.286817041,5794198.58996956,2563475.90649513,-668181.617009304,1.71336697436502,649.013614749785,665.36984922357,0.489963070120449
266,65.429742,-14.589533,121.4,2563746.17503826,-667305.749648886,5794229.58468166,2563697.32354633,-667293.034317797,0.916245146520471,649.929859896306,666.309185288541,0.490654775617482
267,65.416385,-14.582752,221.7,2565172.70292828,-667352.90608278,5793703.05188706,2565083.44237276,-667329.684141017,1.52132913403214,651.451189030338,667.86885447502,0.491803280173063
268,65.411171,-14.551102,232.1,2566055.45697382,-666069.360301901,5793471.27990398,2565961.97717867,-666045.095811752,1.57494848445062,653.026137514789,669.483494309714,0.492992263851041
269,65.401719,-14.539043,198.3,2567107.06803588,-665765.657498745,5793003.12173732,2567027.16825759,-665744.935913313,1.19050127572586,654.216638790515,670.703998219537,0.493891014889202
270,65.363556,-14.526383,180.1,2570981.394578,-666164.188763947,5791218.85348657,2570908.7182854,-666145.357688932,4.28402223558139,658.500661026096,675.095985019472,0.497125173062939
271,65.354737,-14.504464,139.9,2572082.77142498,-665399.635256772,5790773.45159617,2572026.29261815,-665385.024149429,1.41278302239929,659.913444048495,676.544372549773,0.498191732363603
272,65.300492,-14.458791,39.9,2577879.55185272,-664707.247077986,5788164.70906052,2577863.40733067,-664703.084206685,6.39434143089173,666.307785479387,683.099862137456,0.503019044283841
273,65.298325,-14.446914,60,2578237.41121116,-664229.567893881,5788082.27793686,2578213.13044082,-664223.312455371,0.602524367554596,666.910309846942,683.717571132278,0.503473910995787
274,65.267447,-14.405361,29.2,2581726.85833593,-663132.287364738,5786618.6210648,2581715.02564424,-663129.24806572,3.93986766723685,670.850177514178,687.756730090016,0.506448254852736
275,65.261428,-14.407518,39.8,2582294.94815777,-663381.834485463,5786348.19861177,2582278.81651487,-663377.690327234,0.676851619073938,671.527029133252,688.450639508085,0.506959233805659
276,65.248575,-14.436185,41.5,2583220.38791474,-664997.523034762,5785751.50836445,2583203.56120813,-664993.191341552,1.9552308005337,673.482259933786,690.455145412711,0.508435305900376
277,65.20758,-14.486139,45.3,2586648.58536988,-668285.235335986,5783844.92830574,2586630.19354007,-668280.48363203,5.11826508568948,678.600525019476,695.70239938544,0.512299263170427
278,65.188279,-14.498327,49.7,2588394.34396063,-669323.658765555,5782948.62849735,2588374.15212334,-669318.437430389,2.22021386869866,680.820738888174,697.978566377145,0.513975380248266
279,65.175748,-14.516512,39.9,2589402.12850608,-670461.12995223,5782354.87474639,2589385.91182143,-670456.931046006,1.63156792911946,682.452306817294,699.651252561724,0.515207107924687
280,65.13382,-14.520782,116.2,2593478.77634061,-671722.918663559,5780465.18812416,2593431.47501627,-671710.667403231,4.66712800864683,687.119434825941,704.436000044437,0.518730486041559
281,65.117222,-14.565564,108.7,2594570.52951991,-674170.063725724,5779682.04659552,2594526.26252811,-674158.561444194,2.79172968134087,689.911164507281,707.298086008324,0.520838060389046
282,65.104594,-14.581604,101.1,2595611.34663918,-675216.268545516,5779084.17954875,2595570.1581063,-675205.553856849,1.59225934016231,691.503423847444,708.930472961404,0.522040112637263
283,65.064951,-14.585048,120.1,2599447.58547028,-676381.045639891,5777244.34831311,2599398.58409374,-676368.295391535,4.41116912217862,695.914592969622,713.452810963289,0.525370258441302
284,65.041777,-14.604757,120.1,2601475.72982298,-677864.319200135,5776157.4875103,2601426.69021452,-677851.540991052,2.73765161673117,698.652244586354,716.2594560044,0.52743700736701
285,65.023044,-14.595476,120.1,2603412.94448866,-677918.772692312,5775278.21898861,2603363.86836237,-677905.993456742,2.12811629779785,700.780360884151,718.441204411545,0.529043596768443
286,65.014901,-14.60539,120.4,2604089.97164175,-678576.23323473,5774896.09140978,2604040.76013532,-678563.409653735,1.0181559887202,701.798516872871,719.485019643313,0.5298122383235
287,64.998561,-14.606366,139.9,2605679.97879549,-679037.959179544,5774146.07742735,2605622.76224794,-679023.048596512,1.81764533693749,703.616162209809,721.348472699296,0.531184442341161
288,64.985815,-14.618082,141.7,2606784.67907337,-679895.115969109,5773548.54744537,2606726.70180549,-679879.994481867,1.52056652113765,705.136728730947,722.907360053753,0.532332371173603
289,64.913321,-14.647501,222.4,2613533.87285433,-683088.843575508,5770208.41889507,2613442.64233421,-683064.999021155,8.17972930171556,713.316458032662,731.293232288915,0.53850753482247
290,64.900585,-14.636632,303.1,2614937.47167689,-682925.783140783,5769680.89117685,2614813.07207837,-682893.294527132,1.508298330422,714.824756363084,732.83954227362,0.539646201968792
291,64.862992,-14.674441,459.9,2618212.24489439,-685626.930779624,5768048.33629043,2618023.25903709,-685577.44136426,4.54813958119855,719.372895944283,737.502302620421,0.54307975156143
292,64.833165,-14.666061,520,2621241.75765635,-686010.610622846,5766693.00383084,2621027.82978451,-685954.623116329,3.34097049866782,722.713866442951,740.927471193836,0.54560196700577
293,64.818671,-14.650408,440.1,2622807.4600362,-685654.808802183,5765935.08969993,2622626.29258504,-685607.447973765,1.77551477259807,724.489381215549,742.747731924411,0.546942365187343
294,64.81248,-14.630828,400,2623627.9174924,-684911.518559723,5765605.84173933,2623463.20468721,-684868.519437486,1.15500434697375,725.644385562522,743.931844323185,0.547814318352861
295,64.812866,-14.603662,313.7,2623879.23532248,-683648.431240093,5765546.01444774,2623750.04518135,-683614.770911473,1.28923602708974,726.933621589612,745.253571266139,0.548787607707024
296,64.801773,-14.540405,44.2,2625601.80985446,-681002.572353476,5764777.08423236,2625583.59437889,-680997.847803975,3.24947471789134,730.183096307503,748.584938211242,0.551240749787365
297,64.803028,-14.530084,38.5,2625599.8579116,-680497.308487236,5764831.33905568,2625583.99148817,-680493.196261831,0.508172185840321,730.691268493344,749.105917190708,0.551624386738371
298,64.793254,-14.524816,20.1,2626606.77340377,-680500.56186844,5764351.91134356,2626598.48669374,-680498.414949881,1.1152310630475,731.806499556391,750.249253951918,0.552466313661206
299,64.779768,-14.473672,12.9,2628523.84367774,-678494.022548647,5763706.58834658,2628518.52145377,-678492.648736817,2.84917536274536,734.655674919137,753.170233324982,0.554617255762137
300,64.770788,-14.466065,35,2629497.70024771,-678373.042151177,5763301.03597752,2629483.25480525,-678369.315432288,1.0618406657741,735.717515584911,754.258834161126,0.555418876407309
301,64.761465,-14.479208,5.3,2630237.72543008,-679207.49957973,5762832.22147471,2630235.53735155,-679206.934551201,1.20985268056131,736.927368265472,755.499177163727,0.55633223649759
302,64.750789,-14.466054,4,2631432.75884699,-678871.720949939,5762324.77305622,2631431.10671633,-678871.294724044,1.34102798373814,738.26839624921,756.87400130773,0.557344625410699
303,64.749341,-14.451056,4.9,2631751.76423226,-678219.319446163,5762256.90524246,2631749.74012714,-678218.797821284,0.729382065936285,738.997778315147,757.621765028257,0.557895261434652
304,64.725158,-14.403516,38.7,2634682.9870918,-676643.955094317,5761139.87266939,2634666.98307167,-676639.844913498,3.51021396250979,742.507992277656,761.220442285402,0.560545244687336
305,64.705245,-14.39533,14.4,2636708.82302397,-676762.687959872,5760172.16164415,2636702.86343815,-676761.158316068,2.24823783123992,744.756230108896,763.525339490629,0.562242518034337
306,64.672458,-14.3391,6.5,2640561.54121399,-674990.092071143,5758606.33710186,2640558.84718911,-674989.403414555,4.52076764871603,749.276997757612,768.160038086221,0.565655403598101
307,64.659712,-14.306163,39.3,2642203.99754233,-673792.035518189,5758029.5319135,2642187.69900575,-673787.879206205,2.11322183405117,751.390219591663,770.326516664087,0.567250748648076
308,64.654477,-14.346106,29.1,2642239.08303472,-675763.120995489,5757771.15083893,2642227.01447309,-675760.034413006,1.98825796372024,753.378477555384,772.36488207195,0.568751754103056
309,64.659669,-14.405394,17.3,2641028.15553502,-678365.808658963,5758007.60230594,2641020.98402929,-678363.96660958,2.88031904124894,756.258796596633,775.317789996586,0.570926207655807
310,64.656193,-14.450884,16.7,2640826.75370658,-680549.548310522,5757841.6234628,2640819.83145087,-680547.764422959,2.19927954991164,758.458076146544,777.572495089467,0.572586520684438
311,64.658017,-14.480345,9.6,2640296.05113791,-681860.754880747,5757922.02071122,2640292.07267237,-681859.727435544,1.41681742075518,759.874893567299,779.025018691747,0.573656125693481
312,64.649616,-14.507049,10.7,2640795.7336492,-683302.846748809,5757523.11782416,2640791.29847939,-683301.69915374,1.57747744241672,761.452371009716,780.642251218401,0.574847018570251
313,64.64363,-14.501663,14.8,2641443.99564793,-683205.661184118,5757241.80699409,2641437.85951854,-683204.074083146,0.713319308650923,762.165690318367,781.373547373148,0.575385528257105
